sample_id,snr_db,fiber_length_km,class,class_name,location_km,location_norm,reflectance_db,loss_db,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30
sample_000839,9.751539444513831,11.52156644438229,5,fiber_cut,3.585876822931984,0.3112317097021468,-53.85525503410938,43.54595290232124,0.91194737,0.94611996,0.9226099,0.91762286,0.9384403,0.9127351,0.94527876,0.9043505,0.90005964,1.0,0.03446097,0.0,0.045595534,0.027652167,0.03188161,0.0292939,0.008585141,0.062533215,0.01719573,0.059320852,0.06474635,0.015061827,0.02758175,0.013031007,0.07020299,0.038254227,0.015663385,0.023811279,0.035908386,0.042129982
sample_000840,14.313736510661919,19.28263852225215,5,fiber_cut,7.7753490247916215,0.4032305545643494,-59.717018972502956,41.22125525884192,0.9868484,1.0,0.98449636,0.97596407,0.9425937,0.95549345,0.98377156,0.92050344,0.92109156,0.92155343,0.9445304,0.92133814,0.011158526,0.02710722,0.008723114,0.02072352,0.030968087,0.0,0.0123737585,0.0059908833,0.012328976,0.023629932,0.02969405,0.010364564,0.009056386,0.036575556,0.017189573,0.036713447,0.04416203,0.010298174
sample_000841,9.753052581140238,35.57203804038109,4,dirty_connector,7.982796310160811,0.22441211552452536,,0.5369006780144662,0.92681473,1.0,0.934882,0.9299635,0.9569867,0.926783,0.8264155,0.66271514,0.67340666,0.629441,0.56150615,0.73422,0.59844655,0.53404087,0.46862394,0.52437156,0.39778614,0.5547727,0.3833479,0.31687465,0.36478236,0.33033118,0.26813903,0.28549886,0.1927343,0.12557036,0.14037776,0.15487969,0.0,0.127549
sample_000842,17.516686996287785,35.3098813418907,7,reflector,28.78188793687263,0.8151227600622538,-50.599495829135286,0.7260216293415249,1.0,0.93466884,0.88981676,0.86312544,0.85429114,0.87426007,0.8152624,0.7771236,0.719395,0.67571837,0.6199051,0.6118151,0.5793111,0.5380345,0.5285455,0.48701525,0.45409432,0.40064803,0.37133777,0.3670961,0.32293352,0.36229086,0.2780113,0.18369162,0.13216801,0.11556942,0.1345057,0.029737208,0.0,0.006917092
sample_000843,-3.5585491070110784,37.92791991770241,2,bad_splice,24.596134188134542,0.6484967865758066,,1.1076845014328278,0.94787955,0.9002768,1.0,0.6681402,0.47973362,0.67297184,0.23944208,0.79139185,0.6874437,0.62203544,0.4915268,0.6802029,0.72536236,0.4048377,0.43628916,0.5564711,0.36810735,0.47737697,0.44157606,0.6569078,0.479995,0.0,0.3079435,0.5343531,0.48908225,0.35482383,0.1844327,0.16631022,0.24603775,0.31926912
sample_000844,11.32848638437368,26.19502337737799,6,pc_connector,6.379186557240286,0.2435266602109372,-13.42489060745071,1.395169173160811,1.0,0.96856624,0.95478976,0.9529384,0.9581117,0.91048807,0.7971039,0.84484935,0.73439527,0.7279773,0.49305472,0.59149134,0.5390911,0.41659126,0.4383635,0.40143642,0.39506078,0.4369652,0.4875706,0.20982705,0.32381907,0.21366942,0.1576056,0.20505859,0.25245723,0.16364555,0.0,0.2650817,0.07020312,0.051432252
sample_000845,0.8581581431956913,5.439058868342073,3,bending,2.997064916873761,0.55102637964044,,1.50472422415132,0.8616548,0.83901227,0.6793002,0.9597121,0.8640478,0.45001134,0.72313154,0.8139834,0.6606193,0.6005822,0.36015874,0.7870425,0.49396405,0.68662935,0.69952697,0.0,1.0,0.6514888,0.63432544,0.5678497,0.46352807,0.6015803,0.53247327,0.69555336,0.46395692,0.74954134,0.4807802,0.3827399,0.4761467,0.36621302
sample_000846,6.660172895414512,9.284856265008365,7,reflector,3.652448863206223,0.39337699571840734,-54.27395990318754,0.7818414175443854,0.8589967,1.0,0.45709142,0.9961989,0.28887823,0.41762483,0.5175566,0.6972742,0.795593,0.73417705,0.81421053,0.65258515,0.59199786,0.3208658,0.23442443,0.67984664,0.23186266,0.31868145,0.6135225,0.28590998,0.45854935,0.17347878,0.0,0.29803312,0.12788236,0.12420158,0.096509784,0.053037062,0.20716535,0.43667218
sample_000847,12.829742335537016,38.1185549988516,1,fiber_tapping,11.103294209999564,0.29128318768468725,,0.44055632958021396,1.0,0.9670637,0.95829725,0.9103683,0.85366696,0.8316034,0.83847237,0.7748138,0.8740043,0.68757564,0.7058655,0.62014645,0.55720335,0.5771921,0.60421556,0.48837286,0.3996071,0.39915583,0.4106271,0.32704723,0.26899737,0.2871539,0.25152966,0.2802802,0.21447971,0.07266693,0.10220808,0.03544422,0.018476438,0.0
sample_000848,-2.7262239999641817,38.24211247232113,5,fiber_cut,17.77342426147956,0.464760524783865,-58.38496135318482,37.74683431847269,0.96951723,1.0,0.9235248,0.7622704,0.75293237,0.820294,0.9462193,0.86483765,0.7313049,0.8419359,0.90152997,0.86888695,0.70790344,0.6888551,0.01632815,0.12015448,0.0,0.12840497,0.035114225,0.09736024,0.031396788,0.04249687,0.032804415,0.18662368,0.09665613,0.12133697,0.020084837,0.052972812,0.0367087,0.07160901
sample_000849,1.011555811312319,30.100758385855574,5,fiber_cut,10.17253513670978,0.337949463143423,-63.896192519874646,40.64752354378088,0.897949,0.816173,0.90079564,0.81311166,1.0,0.85532814,0.78551185,0.756145,0.86537355,0.73503184,0.18225439,0.1350013,0.10208951,0.10204887,0.021290312,0.06307704,0.15576982,0.14147517,0.13063876,0.060046174,0.15383105,0.18921922,0.0071741133,0.10939823,0.0,0.13002762,0.18457657,0.17919119,0.028831499,0.14829475
sample_000850,16.476739321241485,18.22568909658655,2,bad_splice,6.467056088228748,0.35483191082415366,,2.243593914086645,0.95809144,0.83630276,1.0,0.8532449,0.86508596,0.7916506,0.84178114,0.73949635,0.75083935,0.73574066,0.67185104,0.5428539,0.45384416,0.401224,0.435664,0.42984965,0.31200728,0.29751617,0.31613123,0.22413486,0.22426096,0.17593542,0.23295012,0.16149585,0.17338677,0.113262236,0.170137,0.07490372,0.033706553,0.0
sample_000851,17.067108066490775,35.053930271105784,6,pc_connector,28.200061881982418,0.8044764642333739,-11.008511969294306,1.4328448392530004,1.0,0.9349987,0.9295694,0.8574133,0.84804946,0.7942584,0.7870589,0.78755707,0.6803715,0.7080706,0.64241105,0.6075389,0.61089325,0.54744565,0.5294983,0.50899756,0.48230648,0.47133198,0.44543523,0.38661093,0.37759113,0.32046008,0.2859789,0.29701337,0.19751419,0.1772805,0.14361206,0.111514166,0.04746857,0.0
sample_000852,13.746871131376501,15.311722158618963,6,pc_connector,3.3712178636861663,0.22017235088010717,-11.619424678947613,1.3606807931891882,0.9635595,1.0,0.8865604,0.79622495,0.78647923,0.62385845,0.6535764,0.66091806,0.5481371,0.4090848,0.35866162,0.5277389,0.5805209,0.3749329,0.41033933,0.30711237,0.2970875,0.28970402,0.25384703,0.2649091,0.17534277,0.18398644,0.0,0.18122901,0.09785246,0.06430364,0.13528995,0.03936003,0.13010697,0.09002174
sample_000853,11.768098617522593,18.003974057415483,2,bad_splice,16.158641417520638,0.8975041491389625,,2.3440649630554877,0.8985675,0.9469694,0.78975624,1.0,0.7658026,0.88273406,0.81397176,0.79966086,0.81833994,0.7060075,0.70074135,0.6595268,0.77198994,0.72180516,0.66055876,0.659515,0.6204241,0.43018624,0.47413403,0.54979926,0.5515343,0.57494384,0.37930965,0.38214016,0.2461486,0.47002205,0.28643653,0.05532167,0.09922962,0.0
sample_000854,15.900997470986638,10.733589090150373,0,normal,,,,,0.997388,0.88238543,0.89505744,1.0,0.9483346,0.79710186,0.925626,0.70781237,0.78888005,0.6418965,0.71566665,0.4967206,0.51202506,0.47154707,0.55142534,0.4408795,0.51629,0.39228803,0.5140584,0.26227283,0.36114708,0.47808698,0.11718448,0.054024,0.016652754,0.21602167,0.11817295,0.15993477,0.01622518,0.0
sample_000855,8.446249893701841,24.360320495475726,2,bad_splice,13.085345800878034,0.5371581955708787,,2.416920803141426,1.0,0.9826625,0.9314048,0.98294044,0.94042856,0.7954272,0.8252467,0.9328836,0.84320694,0.6833302,0.76503086,0.8482287,0.7745832,0.65799946,0.7437357,0.7313662,0.3860918,0.49618533,0.21636806,0.34711105,0.33530703,0.40022162,0.2454228,0.20879532,0.07794308,0.13389796,0.10049553,0.11257968,0.0,0.12377797
sample_000856,-2.789723533106798,10.858997868927489,7,reflector,9.503690039520652,0.8751903402352637,-42.05845768411581,0.37661841935617923,0.8889256,0.62655276,0.2349315,0.91660905,0.9576931,1.0,0.4590122,0.0,0.027246973,0.71276927,0.36479095,0.40490022,0.4303171,0.4702915,0.51163375,0.54627544,0.3650988,0.26047075,0.9021434,0.78165525,0.39691618,0.21703911,0.20538738,0.3621544,0.43399307,0.273692,0.22912127,0.3382521,0.24883504,0.30589783
sample_000857,9.559334494507054,37.61057057812466,7,reflector,24.450803739643117,0.6501045680456753,-40.20844118945241,0.6224515407537666,1.0,0.9181762,0.9472268,0.8547505,0.78630114,0.7531159,0.7840071,0.7544618,0.71777993,0.69286996,0.55093175,0.5748132,0.53493303,0.67043996,0.48133337,0.43816486,0.4513103,0.45940414,0.46495625,0.41119668,0.23515104,0.21236609,0.12764484,0.116551585,0.20743503,0.08261118,0.13118492,0.09348051,0.09914082,0.0
sample_000858,-2.0561087337324353,7.508678461263971,1,fiber_tapping,2.0351000323136748,0.27103305099724523,,0.18595503326128798,0.48149377,0.7528634,0.80757314,0.88231635,0.4287968,0.20038298,0.66585374,0.9078951,0.80466,0.74336755,0.55886436,0.0,0.15887989,0.69130623,0.40662262,0.46042314,0.5115444,0.48539588,0.25123823,0.68252164,0.47987142,0.02774443,0.61274666,0.39654163,0.21815185,0.1857523,0.4510796,1.0,0.6257523,0.06549273
sample_000859,19.94954977687075,9.740570468703577,2,bad_splice,0.7802410898458345,0.08010219651433627,,0.6180654237917408,1.0,0.798956,0.90373665,0.6850247,0.68350786,0.56272763,0.6534518,0.6078963,0.5918962,0.49295032,0.515216,0.57084435,0.5016138,0.46446192,0.4559509,0.43107575,0.35117182,0.34903765,0.3862688,0.11926402,0.22791888,0.297838,0.13922371,0.27758712,0.13515528,0.06835423,0.10312935,0.04008674,0.051493693,0.0
sample_000860,11.223385119579635,34.59145742974337,0,normal,,,,,1.0,0.92968065,0.96117026,0.84259254,0.8166036,0.7476397,0.65686697,0.7844905,0.75067186,0.65588194,0.690879,0.53982586,0.5873496,0.51553744,0.41654727,0.4227811,0.43741715,0.39185908,0.35879806,0.26566327,0.29441097,0.3022223,0.24381804,0.24317755,0.10464185,0.0985373,0.2050326,0.052502193,0.03630041,0.0
sample_000861,15.887708058898475,28.77375172096905,7,reflector,7.977908774910853,0.2772634188365816,-43.109252633302766,0.5142525305563603,0.9785128,1.0,0.9273668,0.8857946,0.88241494,0.8418854,0.78649926,0.7498477,0.6842772,0.6176101,0.60843474,0.60524106,0.5748979,0.5194385,0.52071506,0.50204235,0.38547027,0.40951848,0.36941937,0.3435352,0.2766297,0.2720705,0.19137447,0.18393551,0.16312523,0.08808372,0.09224774,0.10512428,0.05312436,0.0
sample_000862,17.032090749891527,32.471987765169686,1,fiber_tapping,20.01905089126025,0.6165021690705739,,0.09175805492101033,0.95831615,1.0,0.91503656,0.8473476,0.81509304,0.7996271,0.85628474,0.77977926,0.7655017,0.66339755,0.657827,0.65893763,0.5429248,0.5286523,0.5067885,0.46529,0.43101528,0.3867486,0.40786117,0.3845934,0.2682401,0.18898255,0.17349172,0.20479648,0.13107082,0.11080363,0.066285506,0.095343195,0.072118096,0.0
sample_000863,9.391814357136163,20.208230281797185,5,fiber_cut,2.1424391598193644,0.10601814854362547,-55.04327643758829,44.04684117728542,0.9847572,1.0,0.9765776,0.9549658,0.021882137,0.0668721,0.06589152,0.027161486,0.048324265,0.045602366,0.06375981,0.047328368,0.01794281,0.06224099,0.084982164,0.06072426,0.08004718,0.020667914,0.07535257,0.07443597,0.044084746,0.046163533,0.037774146,0.04115238,0.0,0.044506967,0.038793534,0.05994244,0.083616,0.077537835
sample_000864,2.17444391125881,31.805360880505813,5,fiber_cut,5.659359283318668,0.17793727619004665,-15.408081656708866,42.5438320012693,1.0,0.95234805,0.9628631,0.9692612,0.87993395,0.84132737,0.19680278,0.14146364,0.041463975,0.11858286,0.19441509,0.11944494,0.14938009,0.05113661,0.0,0.13585022,0.09816596,0.06293955,0.013645377,0.051421348,0.09929,0.055516664,0.058399215,0.090069585,0.13419965,0.09940704,0.049330782,0.13195018,0.10699755,0.036735054
sample_000865,2.415319187195929,26.31162364973398,2,bad_splice,18.198914628375856,0.6916682478680807,,1.963607113887633,0.73587656,0.6999678,0.8023089,0.9594285,0.87589884,0.74241763,0.5135481,0.65385956,1.0,0.5664441,0.5010829,0.43093455,0.8659684,0.50172496,0.76901054,0.33181947,0.35846668,0.4921375,0.33860177,0.47910288,0.2997784,0.16549546,0.12927912,0.056440566,0.029417897,0.16169502,0.0290194,0.12593754,0.0,0.0633829
sample_000866,9.706059792818237,18.089772862388493,5,fiber_cut,2.655541828722405,0.1467979641824966,-19.22421132220996,43.67390953507443,1.0,0.9979556,0.95655483,0.9483071,0.9650364,0.058707476,0.06062795,0.03362626,0.12015224,0.05264172,0.027998382,0.051748615,0.024611779,0.07555409,0.0,0.026093407,0.027742624,0.044935416,0.008118727,0.023072895,0.03165568,0.045061488,0.053690687,0.040299814,0.033945214,0.057145223,0.024222158,0.04837349,0.01853526,0.05342947
sample_000867,17.36444364976408,31.509296172848767,2,bad_splice,18.645397630201224,0.5917427519776772,,1.1885746147985585,1.0,0.93165565,0.8925679,0.9315645,0.8212804,0.81290025,0.7823801,0.77795,0.6966645,0.65217507,0.6674857,0.62770545,0.5907001,0.5883101,0.5091729,0.57086164,0.39344952,0.47847998,0.34667182,0.28076756,0.28094265,0.2435706,0.2189646,0.13552535,0.1677695,0.15497124,0.11746395,0.0394962,0.0,0.023514295
sample_000868,-2.9731652227000813,30.526577860092623,6,pc_connector,23.21601093060545,0.7605179669010894,-11.097021216083368,0.5701397682167485,0.58805144,1.0,0.8144726,0.49237907,0.40224364,0.97355974,0.40089765,0.4791121,0.7251089,0.64926773,0.5778243,0.43175516,0.37274408,0.18009208,0.5011827,0.6583411,0.58935297,0.4303705,0.4929757,0.3823845,0.20358025,0.19862773,0.45344618,0.44372314,0.0,0.23790443,0.43739247,0.028319092,0.3391433,0.206733
sample_000869,-3.9303277268322097,10.47556163525087,6,pc_connector,2.830771988323295,0.2702262739591531,-11.963288890159983,0.3966919431808784,0.5073934,0.6095163,0.56828475,0.96458256,0.48044252,0.576864,1.0,0.6427794,0.6386788,0.54706514,0.3723862,0.4829882,0.5798724,0.2590604,0.0,0.58729106,0.3378307,0.39713633,0.7739773,0.67554075,0.7204649,0.7180961,0.32496446,0.40073675,0.5471744,0.40927362,0.30140853,0.39180225,0.52372825,0.28194934
sample_000870,3.5413397231105392,20.087105348404798,6,pc_connector,2.108889995432255,0.10498725221251108,-13.31033826830338,1.2087783230758813,0.9592585,0.8817195,1.0,0.9410768,0.81348866,0.58281434,0.80963707,0.6483829,0.6444406,0.6886732,0.7519366,0.4648806,0.8664654,0.52916,0.43748727,0.56892335,0.5264685,0.5975244,0.37137583,0.506402,0.49771377,0.28703758,0.4973431,0.21653296,0.0,0.18208411,0.21483561,0.29249203,0.46619672,0.24925686
sample_000871,7.726504946470458,20.360080794214017,1,fiber_tapping,18.136383441405965,0.8907815064545329,,0.30350098384922497,1.0,0.73475456,0.7700806,0.6690189,0.6372806,0.63090074,0.7475369,0.63792986,0.55760336,0.6175505,0.46841845,0.58231086,0.52090174,0.3769354,0.44519275,0.32623234,0.34505028,0.4840431,0.42890733,0.32030505,0.42561743,0.28329477,0.41477334,0.37853745,0.13948072,0.27243254,0.19869141,0.15337752,0.008693643,0.0
sample_000872,8.633098481246334,31.79301039765848,4,dirty_connector,22.346672583043055,0.7028800451274303,,3.688441581297084,0.97688097,1.0,0.8572833,0.89285755,0.8769522,0.76040286,0.85388434,0.8186724,0.72000855,0.7047356,0.72427094,0.5643979,0.7206854,0.59202725,0.5393318,0.67226243,0.56189823,0.50774693,0.44985682,0.52197206,0.54837984,0.22548473,0.28004882,0.12669021,0.15374503,0.20032763,0.096362144,0.0758071,0.0,0.05228696
sample_000873,9.463676569893302,14.66091495084915,4,dirty_connector,11.589668368416088,0.7905146716470668,,1.6907630355000012,0.9219692,0.91433895,1.0,0.8265276,0.8302168,0.7164516,0.90279037,0.7951979,0.95970577,0.7445902,0.67546177,0.5393449,0.82226634,0.68195915,0.692134,0.6198993,0.63548064,0.6685535,0.5733139,0.51297665,0.45562956,0.30413052,0.44800448,0.3829356,0.15023549,0.156367,0.05057379,0.13008778,0.03144188,0.0
sample_000874,-4.082342192309126,23.883079287891253,3,bending,18.517450778682388,0.77533765874448,,5.850717608197458,0.8232663,0.9396346,0.7925495,0.74478716,0.72921145,0.6509302,0.7169952,0.5129197,0.44842792,1.0,0.6789853,0.7871707,0.53135866,0.5572719,0.5222515,0.49852672,0.4734615,0.4815499,0.5997638,0.66904646,0.321552,0.41685292,0.54610753,0.0,0.12754898,0.15622954,0.40020207,0.3184197,0.20643328,0.2556999
sample_000875,-0.6922279633160313,17.230465412848254,4,dirty_connector,11.529580178667876,0.6691392195402107,,0.9287187098526002,0.4239825,0.74118847,0.6430152,0.578882,0.7938433,0.6893234,0.71320707,0.6907157,1.0,0.671855,0.75139016,0.5022494,0.45328435,0.58857054,0.2509843,0.71210027,0.39304435,0.4130133,0.6935198,0.081797644,0.30161297,0.07615811,0.0,0.43908018,0.15974033,0.44077912,0.2670498,0.38056383,0.0717418,0.34481543
sample_000876,12.358993483291098,17.117341818676685,5,fiber_cut,13.795827177054708,0.8059561655771879,-62.584757459535766,39.19455364092118,0.99676704,1.0,0.99746907,0.98120505,0.9783007,0.97272754,0.95022875,0.99776936,0.9304316,0.957116,0.9410785,0.95327103,0.93079203,0.9340397,0.9406779,0.9521171,0.8938329,0.92874646,0.897147,0.8851036,0.9061328,0.89060754,0.89682263,0.8914232,0.0,0.075492,0.05093407,0.05797624,0.018475845,0.035634223
sample_000877,4.197973045689675,15.028233223970632,4,dirty_connector,3.257235275689559,0.21674106511031108,,3.489266929368825,1.0,0.997091,0.7842746,0.93154216,0.6666618,0.979845,0.8275661,0.45588076,0.5609781,0.46254143,0.34412175,0.52162576,0.49283165,0.2963752,0.39707413,0.30202803,0.2811317,0.2768182,0.49356562,0.41062653,0.3161867,0.08986502,0.05268267,0.24681777,0.0,0.1925246,0.21091427,0.18580869,0.0040252167,0.06887474
sample_000878,1.8688228386643706,26.638796180281485,1,fiber_tapping,3.8589960761152637,0.14486375622978645,,0.30645263510862214,1.0,0.8357408,0.8422916,0.9145867,0.56222683,0.61273766,0.8092117,0.46406344,0.5702759,0.6075808,0.69050366,0.5259003,0.40620744,0.24402887,0.5609497,0.4288857,0.47902986,0.19195032,0.16513775,0.26658,0.35562453,0.35554546,0.35221332,0.28285915,0.21880959,0.61370975,0.30801716,0.0,0.042481355,0.1563264
sample_000879,16.693197254641714,16.95475565039542,7,reflector,10.75707256035826,0.6344575399473471,-53.88253117859522,0.29206427081590625,0.99874276,1.0,0.9605294,0.97489583,0.792814,0.7790391,0.9510405,0.82611555,0.8188453,0.71145564,0.81957644,0.6468166,0.6804483,0.6608168,0.6204364,0.53795666,0.36456224,0.49498343,0.4463773,0.24362437,0.28030756,0.25609916,0.220964,0.18182595,0.29582837,0.18285088,0.17975399,0.059728462,0.027358448,0.0
sample_000880,2.643412052068113,31.30157521743258,2,bad_splice,21.875074368856914,0.6988489945603177,,1.5059692766913502,1.0,0.97013086,0.8865881,0.99494207,0.7591723,0.5932441,0.6054191,0.64943343,0.8912009,0.6700063,0.5143167,0.5856017,0.66947037,0.5469302,0.6124776,0.48956665,0.4756315,0.52527946,0.38704494,0.3881889,0.47229722,0.374427,0.3172798,0.41956323,0.35647523,0.0,0.065206364,0.042515807,0.017408554,0.20962666
sample_000881,6.829428855448787,27.297498647146075,6,pc_connector,18.238090114082752,0.6681231254860608,-12.93548211381977,0.4930702605558428,0.94996417,0.98904806,0.85986507,0.9934065,0.7619583,1.0,0.81494796,0.6427999,0.87353253,0.84811324,0.6017136,0.507889,0.32136592,0.6791057,0.654522,0.60239327,0.40084535,0.47934765,0.5008007,0.20545785,0.0130032,0.25388104,0.096413895,0.10316711,0.19855504,0.07298521,0.22139585,0.1159605,0.0,0.13616909
sample_000882,5.719864115477723,14.669526145203479,5,fiber_cut,10.038343486228957,0.6842990964306787,-52.55492540236885,40.66815235453375,0.9660725,0.9865485,0.9987337,0.9490618,0.9273976,0.9740612,0.96927565,0.9895652,0.97430557,0.926916,0.9858616,0.9018663,0.94558793,0.94576395,0.91436094,1.0,0.9017157,0.90509826,0.9094657,0.90986216,0.011191033,0.028687535,0.07638906,0.05788112,0.026136646,0.018452806,0.07526214,0.0,0.012965272,0.062286913
sample_000883,7.037707603405668,31.376284702916006,7,reflector,11.127765760254892,0.3546553030614461,-46.53401350430742,0.2856182353893628,1.0,0.8187694,0.822143,0.92044103,0.92555505,0.81507313,0.7683706,0.742633,0.6248395,0.5514048,0.54126173,0.66167605,0.48040882,0.5193163,0.51435876,0.6571719,0.43616998,0.43240783,0.42180094,0.30860317,0.5356738,0.4249267,0.36386776,0.23477745,0.27162504,0.29162124,0.08376187,0.2523906,0.0,0.18412723
sample_000884,9.073352549628348,23.491724384435674,5,fiber_cut,8.21016349653883,0.34949173428828545,-16.86179859029171,41.548493974872436,0.9625648,0.9639834,0.96502644,0.9539255,0.9642573,0.98702365,0.9485473,1.0,0.94060034,0.8967277,0.94178444,0.013048914,0.012943985,0.025859218,0.04932906,0.037930265,0.04231846,0.022120753,0.033048637,0.0,0.02472785,0.017495591,0.011487261,0.036632616,0.034628883,0.036378607,0.025495283,0.0074580084,0.012852161,0.015372267
sample_000885,-1.0034713261078116,30.6906290602339,2,bad_splice,12.657893363983703,0.412435122758192,,2.0310113639676435,0.82489127,0.93566364,0.7678113,0.8735367,0.7663894,1.0,0.8649169,0.4961334,0.89992094,0.81096554,0.5031204,0.7418056,0.32420474,0.68225646,0.605777,0.65573514,0.7815268,0.38815862,0.52547807,0.49175707,0.07288372,0.22269455,0.15216014,0.0,0.39972872,0.45252314,0.43510246,0.08075783,0.029417075,0.52674603
sample_000886,9.504942153872195,15.868459656366127,4,dirty_connector,4.431066072331374,0.27923731529630313,,3.434714857684302,0.7141306,1.0,0.78602755,0.8695343,0.7789197,0.7796244,0.83467674,0.6535191,0.69873357,0.4835082,0.4436513,0.382838,0.33172026,0.31981906,0.2971476,0.32839683,0.3275324,0.20313211,0.27987972,0.17743242,0.12212436,0.27191335,0.121559516,0.30182958,0.08604552,0.1886032,0.0018790171,0.0,0.12529995,0.041929275
sample_000887,16.04805878185582,6.702159736738213,0,normal,,,,,1.0,0.9989412,0.95815945,0.9780251,0.7711659,0.7016385,0.8624662,0.8219902,0.5092783,0.78221685,0.94833195,0.9563303,0.4610815,0.8584622,0.5376229,0.44382644,0.28311604,0.38264933,0.601382,0.42136806,0.33419782,0.2859937,0.45559964,0.40542457,0.070101164,0.27751794,0.11596781,0.051705442,0.16386048,0.0
sample_000888,2.344669303126211,19.290126146475085,3,bending,17.76732830887429,0.921058171105892,,0.5043805630385654,1.0,0.65487653,0.832383,0.67713964,0.8128154,0.5682155,0.93691903,0.8060638,0.664615,0.7808281,0.67803496,0.7418421,0.5491452,0.75047415,0.37226838,0.54617685,0.3310111,0.22957174,0.0,0.44481808,0.39365894,0.4570658,0.47632435,0.351408,0.43152583,0.37784812,0.571262,0.3239562,0.5525027,0.34935358
sample_000889,-2.7681291637746446,6.826158549939004,7,reflector,0.8355383489650611,0.1224024233911952,-42.314224930070765,0.4687114535790827,0.4390481,0.7660445,0.46920672,0.524829,0.0,0.336587,0.44004247,0.5229593,1.0,0.2174353,0.41434276,0.077612646,0.81969744,0.3676266,0.5086186,0.5915022,0.34092057,0.28258958,0.21558166,0.15830222,0.423298,0.6346554,0.5079473,0.708856,0.36670738,0.5062598,0.1458314,0.50523216,0.052477323,0.26845416
sample_000890,9.311640699861261,7.433859822617885,4,dirty_connector,4.196429501944092,0.5645021028209664,,1.2650193981016895,0.66498846,0.7470957,1.0,0.7304672,0.7212851,0.5831146,0.6687499,0.6704313,0.38305745,0.5657862,0.6250606,0.71046275,0.8080524,0.6828223,0.61310095,0.6910776,0.43809596,0.36902854,0.44264698,0.02809687,0.32515988,0.489949,0.36645573,0.28179494,0.18940124,0.0,0.0067363214,0.24421825,0.5795701,0.15238634
sample_000891,7.395431548876809,16.367724211453606,3,bending,7.4378150452660705,0.4544196217615475,,1.9919317934103173,0.87210315,1.0,0.67399293,0.7721335,0.9342691,0.6226197,0.769472,0.8810412,0.8905451,0.76537263,0.7954214,0.7322164,0.741083,0.5839061,0.42580408,0.11457315,0.34331,0.51624036,0.28258175,0.3187747,0.36044806,0.17712773,0.15336582,0.40724123,0.47183737,0.25294954,0.20915897,0.0690972,0.0,0.20345648
sample_000892,5.229354978979854,21.372352249751966,6,pc_connector,7.226459150258165,0.338121843857502,-13.104883491782942,0.25842232023117234,0.6271782,1.0,0.8682384,0.6245643,0.6230683,0.75958484,0.69382066,0.90184164,0.85048056,0.7167482,0.6225868,0.5750999,0.44807318,0.70320964,0.40656835,0.39806604,0.12993895,0.6796911,0.22083893,0.3834096,0.2793564,0.37402868,0.14893445,0.27723986,0.09432728,0.26912874,0.071911685,0.0,0.21377179,0.0036563124
sample_000893,14.094312557767008,11.95439157994526,2,bad_splice,6.749354985716105,0.5645920949284322,,1.0815938093121047,0.8424181,1.0,0.86758727,0.8356421,0.8508649,0.8608277,0.8418575,0.8165577,0.68667513,0.56625444,0.83645904,0.59986967,0.69436824,0.67050064,0.59873694,0.6557426,0.6304187,0.53182834,0.33148056,0.44108656,0.18096222,0.29442045,0.15745653,0.088228665,0.2070317,0.21486956,0.28716257,0.13313374,0.025947483,0.0
sample_000894,9.178558478254935,24.055062421380303,1,fiber_tapping,15.637767608930055,0.6500821878986729,,0.21536979841800857,1.0,0.8200551,0.7902604,0.7244383,0.6238234,0.8124818,0.4990143,0.5635841,0.5747496,0.5035708,0.68339604,0.560699,0.43517128,0.41279778,0.36615542,0.5020591,0.5364547,0.36451605,0.36548477,0.2874453,0.26949814,0.043985125,0.26924342,0.2045406,0.23741259,0.12861413,0.06509064,0.12180066,0.0,0.09540543
sample_000895,6.233590899989945,20.041201086996494,6,pc_connector,7.105962055108689,0.35456767407614664,-12.314607858952854,1.140145562180204,1.0,0.6565219,0.87215686,0.5879515,0.7025188,0.64700425,0.724546,0.50524396,0.7475824,0.6166758,0.634549,0.064247504,0.46791136,0.3568673,0.25647378,0.20511575,0.24769384,0.36050865,0.23254062,0.17835906,0.29736087,0.28939688,0.13990365,0.1379021,0.3166517,0.10877286,0.23477636,0.11234028,0.086949885,0.0
sample_000896,7.91003071477839,39.602342115225284,4,dirty_connector,5.745034641927623,0.14506805242003404,,2.50405661163213,1.0,0.9532562,0.869013,0.78536814,0.8322529,0.69150174,0.6371744,0.64177495,0.678501,0.5659488,0.482003,0.4963163,0.541623,0.42280886,0.4187349,0.47482005,0.40267268,0.38937435,0.2985202,0.30291545,0.24126571,0.2854562,0.18047875,0.23360296,0.06894584,0.15210202,0.23012088,0.09175999,0.070170306,0.0
sample_000897,17.115291299836084,18.96141001561869,1,fiber_tapping,3.29371866054451,0.1737064204524581,,0.41375298226427043,1.0,0.86912274,0.8159588,0.863437,0.89068776,0.77368814,0.78898877,0.66910666,0.70897216,0.56914437,0.6006344,0.57025415,0.439385,0.58664656,0.4597406,0.39839184,0.34580025,0.36167717,0.33335644,0.33631974,0.31176245,0.3063149,0.14539222,0.093324445,0.14882648,0.11374316,0.02142808,0.0,0.02424863,0.021907771
